competitors_name,country,total,place,judging,finals,competition_type,competition,location,date,url,img_url
Amanda Burnett,United States,25,5,25,,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Wesley Vissers,Netherlands,5,1,5,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Emanuele Ricotti,Italy,25,5,25,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Breon Ansley,United States,11,2,11,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Urs Kalecinski,Germany,14,3,14,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michael Daboul,United Kingdom,20,4,20,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Denis Romanov,Russia,30,6,30,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Joshua Eastham,United Kingdom,35,7,35,,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Tiffany Chandler,United States,97,7,25,72,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Nikolett Szabo,Hungary,115,8,45,70,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Abby Bolton,Canada,75,4,35,40,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Aurika Tyrgale,Russia,79,5,19,60,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Jaclyn Baker,United States,26,1,10,16,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Ariel Khadr,United States,30,2,16,14,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michaela Pavlova,Slovakia,96,6,30,66,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michelle Fredua-Mensah,United Kingdom,41,3,5,36,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Minna Helena Pajulahti,Finland,118,9,40,78,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Lucia Malavaze,United States,36,7,36,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Vania Auguste,United States,7,1,7,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Ndeye Ndour,United States,62,12,62,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Angelica Teixeira,United States,20,4,20,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Tatiana Lanovenko,Russia,39,8,39,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Eli Fernandez,Mexico,25,5,25,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Phoebe Hagan,United Kingdom,30,6,30,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Lisa Reith,Germany,45,9,45,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Tara Grier,United States,8,2,8,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Nittaya Kongthun,Thailand,52,10,52,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Alice Marchisio,Italy,63,13,63,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Marie-Eve Duchesneau,Canada,15,3,15,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Ottavia Mazza,Italy,53,11,53,,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
James Hollingshead,United Kingdom,50,5,25,25,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Akim Williams,United States,34,3,19,15,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Hadi Choopan,Iran,12,1,6,6,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Samson Dauda,United Kingdom,18,2,9,9,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Jonathan Delarosa,United States,36,4,16,20,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Antoine Vaillant,Canada,69,7,35,34,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Mohamed Shaaban Elimbabi,United States,61,6,30,31,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Diogo Montenegro,Brazil,10,2,10,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Kadeem Hillman,United States,28,6,28,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Clarence Mcspadden,United States,20,4,20,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Vitor Chaves,Brazil,15,3,15,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Mahmood Al-Maghrabi,Bahrain,27,5,27,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Corey Morris,United States,5,1,5,,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Nick Hewitt,United Kingdom,10,2,10,,Men's Wheelchair,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Gabriele Andriulli,Italy,5,1,5,,Men's Wheelchair,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Rafaela Brandao,Brazil,12,4,12,,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Maria Alexsandra Rocha,Brazil,6,2,6,,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Luciana Santos,Brazil,3,1,3,,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Ana Carolina Souza,Brazil,9,3,9,,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Karina Silva,Brazil,15,5,15,,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Brooke Hazard,United States,15,5,15,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Haley Johnson,United States,18,6,18,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Wendy Milhorn,United States,35,12,35,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Kali Nakvinda,United States,24,8,24,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Cassandra Pennington,United States,6,2,6,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Yadira Rosado,United States,27,9,27,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Alicia Self,Australia,12,4,12,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Bruna Seredich,,3,1,3,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Tammy Sievers,United States,34,11,34,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Jenny Smith,United States,21,7,21,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Alisha Sturkie,United States,30,10,30,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Natalia Vasco,United States,9,3,9,,Women's Wellness - Open,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Wendy Milhorn,United States,11,4,11,,Women's Wellness - Masters 35+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Alicia Self,Australia,3,1,3,,Women's Wellness - Masters 35+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Tammy Sievers,United States,10,3,10,,Women's Wellness - Masters 35+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Jenny Smith,United States,6,2,6,,Women's Wellness - Masters 35+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Wendy Milhorn,United States,8,3,8,,Women's Wellness - Masters 40+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Tammy Sievers,United States,7,2,7,,Women's Wellness - Masters 40+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Jenny Smith,United States,3,1,3,,Women's Wellness - Masters 40+,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Jennifer Greer,United States,16,5,16,,Women's Bikini - Masters 40+,2024-klash-series-championships,"Orlando,Florida",2024-03-30,https://www.ifbbpro.com/competition/2024-klash-series-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024klashPRO_033024_resultsp2-800x885.jpg
Niccole Guggia,United States,3,1,3,,Women's Bikini - Masters 40+,2024-klash-series-championships,"Orlando,Florida",2024-03-30,https://www.ifbbpro.com/competition/2024-klash-series-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024klashPRO_033024_resultsp2-800x885.jpg
